y,month_num,season,race_grp,male_bin,age_num,age_z,crime_grp,borough,precinct,precinct_idx,frisked_bin,searched_bin,weapon_found_bin,firearm_bin,violent_bg_bin,known_weapon_bin,self_init
0,6,Summer,Black,1,20.0,-0.6814796,Weapon,Manhattan,25,16,0,0,0,0,0,0,1
1,6,Summer,Black,1,29.0,0.094697535,Weapon,Manhattan,30,19,1,1,1,1,0,0,1
1,6,Summer,Black,1,27.0,-0.07778627,Violence,Manhattan,30,19,0,0,0,0,0,0,0
0,6,Summer,Black,1,40.0,1.0433584,Weapon,Manhattan,32,20,1,0,0,0,0,0,1
0,6,Summer,Black Hispanic,1,27.0,-0.07778627,Weapon,Manhattan,34,22,1,1,0,0,0,0,1
0,6,Summer,Other,0,18.0,-0.8539634,Weapon,Bronx,40,23,1,0,0,0,0,0,1
0,6,Summer,Black Hispanic,0,18.0,-0.8539634,Weapon,Bronx,40,23,1,0,0,0,0,0,1
0,6,Summer,Black,1,39.0,0.95711654,Violence,Bronx,40,23,0,1,0,0,0,0,0
0,6,Summer,Other,0,18.0,-0.8539634,Weapon,Bronx,40,23,1,0,0,0,0,0,1
0,6,Summer,White Hispanic,1,18.0,-0.8539634,Weapon,Bronx,40,23,1,0,1,0,0,0,1
0,6,Summer,White Hispanic,1,18.0,-0.8539634,Weapon,Bronx,40,23,1,0,1,0,0,0,1
0,6,Summer,White Hispanic,1,19.0,-0.7677215,Weapon,Bronx,40,23,1,0,1,0,0,0,1
0,6,Summer,Black,1,13.0,-1.2851729,Weapon,Bronx,40,23,1,1,1,0,0,0,1
0,6,Summer,Black,0,21.0,-0.5952377,Weapon,Bronx,40,23,0,0,0,0,0,0,1
0,6,Summer,Other,1,16.0,-1.0264472,Weapon,Bronx,40,23,1,0,1,0,0,0,1
0,6,Summer,Black,1,16.0,-1.0264472,Weapon,Bronx,40,23,1,1,1,0,0,0,1
0,6,Summer,White Hispanic,1,18.0,-0.8539634,Weapon,Bronx,40,23,1,0,1,0,0,0,1
0,6,Summer,Black Hispanic,1,20.0,-0.6814796,Other,Bronx,40,23,1,0,1,0,0,0,1
0,6,Summer,Black,1,22.0,-0.5089958,Other,Bronx,40,23,1,1,1,0,0,0,1
0,6,Summer,Black,1,18.0,-0.8539634,Weapon,Bronx,40,23,1,0,0,0,0,0,0
0,6,Summer,Black,1,17.0,-0.9402053,Weapon,Bronx,42,25,1,0,0,0,0,1,1
0,6,Summer,Black,1,18.0,-0.8539634,Weapon,Bronx,44,27,1,1,0,0,0,0,1
0,6,Summer,Black Hispanic,1,18.0,-0.8539634,Weapon,Bronx,46,29,1,0,0,0,0,0,1
1,6,Summer,Black,1,20.0,-0.6814796,Weapon,Bronx,47,30,1,1,1,1,0,0,1
0,6,Summer,Other,1,23.0,-0.42275387,Property/Theft,Brooklyn,63,38,0,1,0,0,1,0,0
1,6,Summer,White Hispanic,1,47.0,1.6470518,Violence,Brooklyn,63,38,1,1,1,0,1,1,0
1,5,Spring,Black,1,16.0,-1.0264472,Property/Theft,Brooklyn,67,40,0,1,0,0,0,0,1
1,6,Summer,White,1,16.0,-1.0264472,Property/Theft,Brooklyn,70,43,0,1,0,0,0,0,0
1,6,Summer,White,1,17.0,-0.9402053,Property/Theft,Brooklyn,70,43,0,1,0,0,0,0,0
1,6,Summer,White,1,17.0,-0.9402053,Property/Theft,Brooklyn,70,43,0,1,0,0,0,0,0
1,6,Summer,Black,1,25.0,-0.25027007,Weapon,Brooklyn,76,48,1,1,1,1,0,0,0
0,6,Summer,Black,1,33.0,0.43966514,Violence,Brooklyn,76,48,0,1,0,0,0,0,0
1,6,Summer,Black,0,17.0,-0.9402053,Weapon,Brooklyn,77,49,0,0,0,0,0,0,0
0,6,Summer,White,0,30.0,0.18093944,Other,Brooklyn,78,50,0,0,0,0,0,0,0
0,6,Summer,White,1,30.0,0.18093944,Property/Theft,Brooklyn,78,50,0,0,0,0,0,0,0
0,6,Summer,Black,1,18.0,-0.8539634,Weapon,Brooklyn,84,54,1,0,0,0,0,0,1
1,6,Summer,Black Hispanic,1,24.0,-0.33651197,Violence,Brooklyn,88,55,0,1,0,0,0,0,0
0,6,Summer,Black,1,45.0,1.474568,Weapon,Queens,103,61,1,1,0,0,1,0,0
1,6,Summer,Black,1,33.0,0.43966514,Property/Theft,Queens,103,61,0,1,0,0,0,0,0
0,6,Summer,Black,1,22.0,-0.5089958,Weapon,Queens,103,61,0,1,1,0,0,0,1
1,6,Summer,Black,1,16.0,-1.0264472,Weapon,Queens,107,65,0,1,1,1,0,0,0
1,6,Summer,Black,1,15.0,-1.1126891,Weapon,Queens,107,65,0,1,1,1,0,0,0
1,6,Summer,Black,1,18.0,-0.8539634,Weapon,Queens,107,65,0,1,1,1,0,0,0
1,6,Summer,Black,1,17.0,-0.9402053,Weapon,Queens,107,65,0,1,1,1,0,0,0
1,6,Summer,Black,1,16.0,-1.0264472,Property/Theft,Queens,112,70,1,1,1,0,1,0,0
1,6,Summer,Black,0,16.0,-1.0264472,Property/Theft,Queens,112,70,1,1,0,0,1,0,0
1,6,Summer,Black,1,18.0,-0.8539634,Property/Theft,Queens,112,70,1,1,0,0,1,0,0
1,6,Summer,Black,1,22.0,-0.5089958,Property/Theft,Queens,112,70,1,1,1,0,1,0,0
1,6,Summer,White,1,42.0,1.2158422,Property/Theft,Queens,112,70,0,1,0,0,0,0,1
0,6,Summer,Black,1,36.0,0.69839084,Other,Staten Island,120,75,1,1,0,0,0,0,1
0,6,Summer,Black,1,62.0,2.9406803,Other,Manhattan,14,8,1,1,0,0,0,0,1
0,6,Summer,Black Hispanic,1,37.0,0.78463274,Weapon,Manhattan,18,10,1,0,0,0,0,0,0
1,6,Summer,White Hispanic,1,23.0,-0.42275387,Violence,Manhattan,23,14,1,1,0,0,1,0,0
0,6,Summer,White Hispanic,1,66.0,3.2856479,Other,Manhattan,25,16,1,1,0,0,0,0,0
0,6,Summer,White Hispanic,1,19.0,-0.7677215,Property/Theft,Bronx,40,23,1,0,0,0,1,0,0
1,6,Summer,Black Hispanic,0,19.0,-0.7677215,Violence,Bronx,41,24,0,1,0,0,0,0,0
1,6,Summer,Black,0,27.0,-0.07778627,Violence,Bronx,41,24,0,1,0,0,0,0,0
0,6,Summer,Black,1,30.0,0.18093944,Weapon,Bronx,43,26,1,1,0,0,0,0,1
0,6,Summer,Black,1,20.0,-0.6814796,Weapon,Bronx,43,26,1,0,0,0,0,0,1
0,6,Summer,Black,1,25.0,-0.25027007,Weapon,Bronx,43,26,1,0,0,0,0,0,1
0,6,Summer,White Hispanic,1,36.0,0.69839084,Weapon,Bronx,43,26,1,1,0,0,0,0,1
0,6,Summer,Black,1,30.0,0.18093944,Weapon,Bronx,43,26,1,0,0,0,0,0,1
0,4,Spring,White Hispanic,1,19.0,-0.7677215,Weapon,Bronx,46,29,1,0,0,0,0,0,1
0,5,Spring,Black Hispanic,1,25.0,-0.25027007,Weapon,Bronx,46,29,1,0,0,0,0,0,1
0,6,Summer,White Hispanic,1,20.0,-0.6814796,Weapon,Bronx,46,29,1,0,0,0,0,0,1
0,6,Summer,Black,1,21.0,-0.5952377,Weapon,Bronx,48,31,1,0,0,0,0,0,1
0,6,Summer,Black,1,30.0,0.18093944,Weapon,Bronx,48,31,1,0,0,0,0,0,1
0,6,Summer,Black,1,44.0,1.388326,Other,Bronx,49,32,1,1,0,0,1,0,0
1,6,Summer,Black,0,34.0,0.52590704,Violence,Brooklyn,67,40,0,1,0,0,0,0,0
0,6,Summer,Black,1,15.0,-1.1126891,Property/Theft,Brooklyn,69,42,0,1,0,0,0,0,0
0,6,Summer,White Hispanic,1,18.0,-0.8539634,Weapon,Brooklyn,69,42,0,1,0,0,0,0,1
0,6,Summer,Black,1,30.0,0.18093944,Weapon,Brooklyn,75,47,1,0,1,0,0,0,1
0,6,Summer,Black,1,30.0,0.18093944,Weapon,Brooklyn,75,47,1,0,0,0,0,0,1
1,6,Summer,Black,1,28.0,0.008455635,Other,Queens,103,61,0,1,0,0,1,0,0
0,6,Summer,Black,1,16.0,-1.0264472,Weapon,Queens,113,71,1,0,0,0,0,0,0
0,6,Summer,Black,1,65.0,3.199406,Other,Brooklyn,88,55,1,1,1,0,0,0,0
0,6,Summer,Black,1,37.0,0.78463274,Violence,Queens,113,71,0,1,0,0,0,0,0
1,6,Summer,White Hispanic,1,31.0,0.26718134,Violence,Staten Island,121,76,0,0,0,0,0,0,0
0,6,Summer,Black,1,20.0,-0.6814796,Weapon,Manhattan,14,8,1,0,0,0,0,0,1
0,6,Summer,Black Hispanic,1,15.0,-1.1126891,Violence,Manhattan,14,8,0,0,0,0,0,0,0
1,6,Summer,Black,1,15.0,-1.1126891,Property/Theft,Manhattan,34,22,0,1,0,0,0,0,0
0,6,Summer,Black,1,27.0,-0.07778627,Weapon,Bronx,43,26,1,0,0,0,0,0,1
0,6,Summer,Black,1,15.0,-1.1126891,Property/Theft,Bronx,50,33,0,0,0,0,0,0,0
0,6,Summer,Black,1,17.0,-0.9402053,Property/Theft,Bronx,50,33,0,0,0,0,0,0,0
0,6,Summer,Black,1,13.0,-1.2851729,Property/Theft,Bronx,50,33,0,0,0,0,0,0,0
0,6,Summer,Black,1,20.0,-0.6814796,Weapon,Brooklyn,73,46,1,0,0,0,0,0,1
1,6,Summer,Black,1,38.0,0.87087464,Weapon,Brooklyn,75,47,1,1,1,1,1,0,1
0,6,Summer,Other,1,30.0,0.18093944,Property/Theft,Brooklyn,77,49,0,0,0,0,0,0,0
1,6,Summer,Black,1,29.0,0.094697535,Other,Brooklyn,78,50,0,0,0,0,0,0,0
0,6,Summer,Black,1,21.0,-0.5952377,Weapon,Brooklyn,81,52,1,1,0,0,0,0,1
0,6,Summer,Black,0,23.0,-0.42275387,Weapon,Queens,100,58,1,1,1,0,0,0,0
1,6,Summer,Black,1,16.0,-1.0264472,Weapon,Queens,101,59,0,1,1,1,0,0,1
0,6,Summer,Black,1,18.0,-0.8539634,Weapon,Queens,105,63,1,0,0,0,0,0,1
0,6,Summer,Black,1,20.0,-0.6814796,Property/Theft,Queens,105,63,0,1,0,0,0,0,0
0,6,Summer,Black,0,16.0,-1.0264472,Property/Theft,Queens,105,63,0,1,0,0,0,0,0
0,6,Summer,Black Hispanic,1,17.0,-0.9402053,Property/Theft,Queens,105,63,0,1,0,0,0,0,0
1,6,Summer,Black,1,38.0,0.87087464,Weapon,Queens,105,63,0,1,1,0,0,0,0
0,6,Summer,White Hispanic,1,18.0,-0.8539634,Property/Theft,Queens,109,67,1,0,0,0,1,0,0
1,6,Summer,White Hispanic,1,59.0,2.6819546,Other,Queens,111,69,1,1,1,0,0,0,0
1,6,Summer,Black,1,19.0,-0.7677215,Other,Staten Island,120,75,0,1,1,0,0,0,0
0,6,Summer,Black,1,24.0,-0.33651197,Weapon,Manhattan,24,15,1,0,0,0,0,0,1
0,6,Summer,Black,1,24.0,-0.33651197,Weapon,Manhattan,28,18,1,0,0,0,0,0,1
0,6,Summer,Black,1,19.0,-0.7677215,Weapon,Manhattan,32,20,1,0,0,0,0,0,0
0,6,Summer,Black Hispanic,1,30.0,0.18093944,Weapon,Manhattan,33,21,1,0,0,0,0,0,1
0,5,Spring,White,1,25.0,-0.25027007,Weapon,Manhattan,34,22,0,0,0,0,0,0,1
0,6,Summer,White Hispanic,1,31.0,0.26718134,Weapon,Bronx,41,24,1,0,1,0,1,0,0
1,6,Summer,Black,1,28.0,0.008455635,Weapon,Bronx,43,26,1,1,1,1,0,0,1
1,6,Summer,White Hispanic,1,42.0,1.2158422,Violence,Bronx,46,29,0,1,1,0,0,0,0
1,6,Summer,Black,1,41.0,1.1296004,Weapon,Brooklyn,60,35,1,1,1,1,1,0,0
0,6,Summer,Black,1,19.0,-0.7677215,Violence,Brooklyn,67,40,1,1,1,0,1,0,0
1,6,Summer,Black,1,15.0,-1.1126891,Violence,Brooklyn,67,40,1,1,0,0,1,0,1
0,6,Summer,Black,1,22.0,-0.5089958,Weapon,Brooklyn,75,47,1,1,0,0,0,0,1
1,6,Summer,White Hispanic,1,43.0,1.3020842,Violence,Brooklyn,76,48,0,1,0,0,0,0,0
1,6,Summer,White Hispanic,1,22.0,-0.5089958,Other,Brooklyn,77,49,1,0,0,0,1,0,0
0,6,Summer,Black,1,34.0,0.52590704,Weapon,Brooklyn,79,51,0,1,0,0,1,0,0
0,6,Summer,Black,1,25.0,-0.25027007,Weapon,Brooklyn,79,51,1,0,0,0,0,0,0
1,6,Summer,White Hispanic,1,18.0,-0.8539634,Property/Theft,Brooklyn,83,53,0,1,0,0,1,0,0
1,6,Summer,Black,1,20.0,-0.6814796,Weapon,Queens,104,62,1,1,1,1,0,0,0
0,6,Summer,Black Hispanic,1,19.0,-0.7677215,Weapon,Queens,104,62,1,0,0,0,0,0,0
0,6,Summer,Black,1,19.0,-0.7677215,Weapon,Queens,104,62,1,0,0,0,0,0,0
0,6,Summer,Black,1,28.0,0.008455635,Weapon,Staten Island,120,75,1,1,0,0,0,0,0
0,6,Summer,White Hispanic,1,36.0,0.69839084,Property/Theft,Staten Island,123,78,0,0,0,0,0,0,0
0,6,Summer,Black,1,33.0,0.43966514,Weapon,Manhattan,14,8,0,0,0,0,0,0,1
0,6,Summer,Black Hispanic,1,46.0,1.5608099,Violence,Manhattan,30,19,1,0,0,0,1,0,0
1,6,Summer,Black,1,21.0,-0.5952377,Violence,Bronx,43,26,1,1,1,0,1,1,0
1,6,Summer,Black,1,35.0,0.61214894,Other,Brooklyn,60,35,0,0,0,0,0,0,0
0,6,Summer,White Hispanic,1,34.0,0.52590704,Weapon,Queens,110,68,1,0,0,0,0,0,0
1,5,Spring,Other,1,43.0,1.3020842,Property/Theft,Manhattan,10,6,0,1,0,0,0,0,1
0,6,Summer,Black,1,25.0,-0.25027007,Weapon,Manhattan,23,14,0,0,0,0,0,0,1
1,6,Summer,Black,1,17.0,-0.9402053,Weapon,Manhattan,25,16,0,0,1,1,0,0,1
0,6,Summer,Black,1,44.0,1.388326,Weapon,Manhattan,26,17,1,1,0,0,0,0,0
0,6,Summer,Black,1,20.0,-0.6814796,Weapon,Manhattan,28,18,0,0,0,0,0,0,0
0,6,Summer,Black,1,18.0,-0.8539634,Weapon,Manhattan,32,20,1,0,0,0,1,0,0
1,6,Summer,Black,1,13.0,-1.2851729,Weapon,Manhattan,34,22,0,1,1,0,0,0,1
0,6,Summer,White Hispanic,1,17.0,-0.9402053,Weapon,Manhattan,34,22,1,0,0,0,0,0,1
1,6,Summer,White Hispanic,1,18.0,-0.8539634,Weapon,Bronx,40,23,1,1,1,1,0,0,1
1,6,Summer,White Hispanic,1,27.0,-0.07778627,Other,Bronx,42,25,0,1,0,0,0,0,1
0,6,Summer,Black,1,17.0,-0.9402053,Weapon,Bronx,42,25,1,0,1,0,0,0,1
0,6,Summer,Black Hispanic,1,19.0,-0.7677215,Other,Bronx,47,30,1,1,0,0,0,0,0
1,6,Summer,Black,1,32.0,0.35342324,Property/Theft,Bronx,48,31,1,0,0,0,0,0,0
0,6,Summer,Black,1,18.0,-0.8539634,Property/Theft,Brooklyn,63,38,0,0,0,0,0,0,1
0,6,Summer,Black,1,21.0,-0.5952377,Weapon,Brooklyn,67,40,1,1,1,0,1,0,1
1,6,Summer,Black,0,52.0,2.0782614,Property/Theft,Brooklyn,69,42,0,1,0,0,0,0,0
1,6,Summer,Black,1,50.0,1.9057775,Property/Theft,Brooklyn,69,42,0,1,0,0,0,0,0
0,6,Summer,Black,1,21.0,-0.5952377,Weapon,Brooklyn,73,46,0,1,0,0,0,0,1
0,6,Summer,Black,1,20.0,-0.6814796,Weapon,Brooklyn,73,46,1,0,0,0,0,0,1
0,6,Summer,White Hispanic,1,16.0,-1.0264472,Weapon,Brooklyn,75,47,1,0,0,0,0,1,0
0,6,Summer,Other,1,19.0,-0.7677215,Property/Theft,Queens,109,67,1,0,0,0,1,0,0
0,6,Summer,White Hispanic,1,19.0,-0.7677215,Property/Theft,Queens,109,67,0,0,0,0,0,0,0
0,6,Summer,White Hispanic,1,19.0,-0.7677215,Property/Theft,Queens,109,67,1,0,0,0,1,0,0
0,6,Summer,Black,1,27.0,-0.07778627,Weapon,Staten Island,120,75,1,0,0,0,0,0,1
1,6,Summer,White,1,20.0,-0.6814796,Weapon,Manhattan,14,8,0,0,1,0,0,0,0
1,6,Summer,White,1,19.0,-0.7677215,Weapon,Manhattan,14,8,0,0,1,1,0,0,0
1,6,Summer,Other,1,19.0,-0.7677215,Weapon,Manhattan,14,8,0,0,1,0,0,0,0
1,6,Summer,Black Hispanic,1,22.0,-0.5089958,Weapon,Manhattan,14,8,0,0,1,0,0,0,0
1,6,Summer,White Hispanic,1,31.0,0.26718134,Property/Theft,Manhattan,17,9,0,1,0,0,0,0,0
1,6,Summer,White,1,44.0,1.388326,Property/Theft,Manhattan,17,9,0,1,0,0,0,0,0
1,6,Summer,Black,1,23.0,-0.42275387,Property/Theft,Manhattan,19,11,1,1,0,0,1,0,1
0,6,Summer,Black,1,28.0,0.008455635,Weapon,Manhattan,34,22,1,0,0,0,0,0,1
0,6,Summer,Black,1,32.0,0.35342324,Weapon,Bronx,40,23,1,1,1,0,0,0,1
0,6,Summer,Black,1,28.0,0.008455635,Weapon,Bronx,42,25,1,1,0,0,0,0,1
0,6,Summer,Black,1,16.0,-1.0264472,Weapon,Bronx,44,27,1,0,0,0,0,0,1
0,6,Summer,Black Hispanic,1,30.0,0.18093944,Weapon,Bronx,44,27,1,0,0,0,1,0,0
0,6,Summer,White Hispanic,1,42.0,1.2158422,Trespass,Bronx,45,28,0,1,0,0,0,0,0
1,6,Summer,Black,0,44.0,1.388326,Violence,Brooklyn,67,40,1,1,0,0,1,0,0
0,6,Summer,Black,1,40.0,1.0433584,Weapon,Brooklyn,67,40,1,0,0,0,1,0,0
0,6,Summer,Black,1,16.0,-1.0264472,Weapon,Brooklyn,69,42,1,0,0,0,0,0,1
0,6,Summer,Black,1,22.0,-0.5089958,Weapon,Brooklyn,73,46,1,1,0,0,0,0,1
1,6,Summer,Black,1,26.0,-0.16402817,Weapon,Brooklyn,73,46,1,1,1,1,0,0,1
0,6,Summer,Black,0,18.0,-0.8539634,Violence,Brooklyn,73,46,1,0,0,0,1,0,0
0,6,Summer,Black,1,50.0,1.9057775,Other,Brooklyn,73,46,0,0,0,0,0,0,1
1,6,Summer,Black,1,13.0,-1.2851729,Weapon,Brooklyn,73,46,0,1,0,0,0,0,1
1,6,Summer,White Hispanic,1,21.0,-0.5952377,Weapon,Brooklyn,73,46,1,1,1,1,0,0,1
0,6,Summer,Black,1,19.0,-0.7677215,Weapon,Brooklyn,75,47,1,1,0,0,0,0,1
0,6,Summer,Black,1,30.0,0.18093944,Property/Theft,Brooklyn,88,55,1,1,0,0,1,0,0
0,6,Summer,Black,1,26.0,-0.16402817,Property/Theft,Brooklyn,88,55,1,1,0,0,1,0,0
0,6,Summer,Black,1,34.0,0.52590704,Property/Theft,Brooklyn,88,55,1,1,0,0,1,0,0
0,6,Summer,Black,1,22.0,-0.5089958,Property/Theft,Brooklyn,88,55,1,1,0,0,1,0,0
0,6,Summer,Black,1,40.0,1.0433584,Property/Theft,Brooklyn,88,55,1,1,0,0,1,0,0
0,6,Summer,Black Hispanic,1,35.0,0.61214894,Weapon,Brooklyn,90,56,1,1,0,0,0,0,1
1,6,Summer,White,1,31.0,0.26718134,Violence,Manhattan,1,1,0,1,0,0,0,0,0
0,6,Summer,Black,1,17.0,-0.9402053,Weapon,Bronx,46,29,1,1,0,0,1,0,1
0,6,Summer,Black,1,25.0,-0.25027007,Weapon,Bronx,48,31,1,1,1,0,0,0,0
0,6,Summer,Black,1,35.0,0.61214894,Weapon,Bronx,49,32,1,0,0,0,0,0,1
0,5,Spring,Black Hispanic,1,22.0,-0.5089958,Weapon,Bronx,49,32,1,0,0,0,0,0,1
1,6,Summer,White Hispanic,1,28.0,0.008455635,Property/Theft,Manhattan,6,3,0,0,0,0,0,0,0
1,6,Summer,Black,1,39.0,0.95711654,Property/Theft,Manhattan,7,4,1,1,1,0,0,0,0
0,6,Summer,Black,1,31.0,0.26718134,Property/Theft,Manhattan,13,7,0,0,0,0,0,0,0
1,6,Summer,Black,1,37.0,0.78463274,Property/Theft,Manhattan,14,8,0,1,1,0,0,0,0
1,6,Summer,Black,1,16.0,-1.0264472,Property/Theft,Manhattan,32,20,1,1,0,0,1,0,1
1,6,Summer,Black,1,45.0,1.474568,Weapon,Bronx,40,23,1,1,1,1,1,0,1
0,6,Summer,Black,1,35.0,0.61214894,Weapon,Bronx,43,26,1,1,0,0,0,0,1
0,6,Summer,Black,1,26.0,-0.16402817,Weapon,Bronx,43,26,1,0,0,0,0,0,1
1,6,Summer,Black,0,29.0,0.094697535,Property/Theft,Bronx,47,30,0,1,0,0,1,0,0
0,6,Summer,White Hispanic,1,18.0,-0.8539634,Weapon,Bronx,48,31,1,0,0,0,0,0,1
1,6,Summer,Black,1,15.0,-1.1126891,Violence,Brooklyn,69,42,0,1,0,0,0,0,0
0,6,Summer,Black,1,25.0,-0.25027007,Weapon,Brooklyn,73,46,1,1,0,0,0,0,1
1,6,Summer,Black Hispanic,1,22.0,-0.5089958,Weapon,Brooklyn,75,47,1,1,1,1,1,0,1
1,6,Summer,Black,1,16.0,-1.0264472,Weapon,Brooklyn,75,47,1,1,0,0,1,0,1
0,6,Summer,Black,1,19.0,-0.7677215,Weapon,Brooklyn,75,47,1,0,0,0,1,0,1
0,6,Summer,Black,1,23.0,-0.42275387,Weapon,Brooklyn,75,47,1,0,0,0,1,0,0
0,6,Summer,Black,1,40.0,1.0433584,Other,Brooklyn,90,56,0,0,0,0,0,0,1
0,6,Summer,White Hispanic,0,30.0,0.18093944,Other,Brooklyn,90,56,0,0,0,0,0,0,1
1,6,Summer,White Hispanic,1,39.0,0.95711654,Weapon,Brooklyn,94,57,1,1,1,0,1,0,0
1,6,Summer,White,1,70.0,3.6306155,Violence,Queens,104,62,0,1,0,0,1,0,0
0,6,Summer,Black,1,45.0,1.474568,Weapon,Queens,113,71,0,0,0,0,0,0,0
1,6,Summer,Black Hispanic,1,27.0,-0.07778627,Property/Theft,Staten Island,122,77,0,1,0,0,0,0,1
0,6,Summer,Other,1,40.0,1.0433584,Property/Theft,Manhattan,19,11,0,0,0,0,0,0,0
1,6,Summer,Black,1,29.0,0.094697535,Weapon,Manhattan,23,14,0,0,1,1,0,0,1
1,6,Summer,Black,1,18.0,-0.8539634,Property/Theft,Manhattan,23,14,0,0,0,0,0,0,0
0,6,Summer,Black,1,20.0,-0.6814796,Property/Theft,Manhattan,23,14,0,0,0,0,0,0,0
0,6,Summer,Black,1,35.0,0.61214894,Property/Theft,Manhattan,25,16,1,0,0,0,1,0,1
1,6,Summer,Black,1,35.0,0.61214894,Weapon,Manhattan,28,18,1,1,1,0,1,0,0
0,6,Summer,Black,1,24.0,-0.33651197,Violence,Manhattan,28,18,0,0,0,0,0,0,0
0,6,Summer,Black,1,29.0,0.094697535,Weapon,Manhattan,34,22,0,0,0,0,0,0,1
1,6,Summer,Black,1,17.0,-0.9402053,Weapon,Bronx,40,23,1,1,1,0,0,0,1
0,6,Summer,White Hispanic,1,18.0,-0.8539634,Weapon,Bronx,40,23,1,1,1,0,0,0,1
0,6,Summer,Black Hispanic,1,29.0,0.094697535,Weapon,Bronx,40,23,1,0,0,0,0,0,0
0,6,Summer,Black Hispanic,1,30.0,0.18093944,Weapon,Bronx,40,23,1,0,0,0,0,0,0
0,6,Summer,Black,1,22.0,-0.5089958,Weapon,Bronx,43,26,1,0,0,0,0,0,1
0,6,Summer,White Hispanic,1,18.0,-0.8539634,Weapon,Bronx,43,26,1,0,0,0,0,0,0
0,6,Summer,White,1,17.0,-0.9402053,Weapon,Bronx,43,26,1,0,0,0,0,0,1
0,6,Summer,Black,1,33.0,0.43966514,Weapon,Bronx,43,26,1,0,0,0,0,0,1
1,6,Summer,Black Hispanic,1,15.0,-1.1126891,Weapon,Bronx,46,29,1,1,1,1,0,0,1
1,6,Summer,White,0,54.0,2.250745,Trespass,Brooklyn,69,42,0,1,0,0,0,0,0
0,6,Summer,White Hispanic,1,14.0,-1.198931,Other,Brooklyn,72,45,0,1,1,1,0,0,1
0,6,Summer,White Hispanic,1,14.0,-1.198931,Other,Brooklyn,72,45,0,1,1,1,0,0,1
1,6,Summer,Other,1,20.0,-0.6814796,Weapon,Brooklyn,75,47,0,1,1,1,0,0,0
0,6,Summer,White,1,18.0,-0.8539634,Violence,Staten Island,121,76,1,0,0,0,0,0,0
0,6,Summer,White,1,18.0,-0.8539634,Violence,Staten Island,121,76,1,0,0,0,1,0,0
0,6,Summer,White Hispanic,1,18.0,-0.8539634,Violence,Staten Island,121,76,1,0,0,0,1,0,0
0,6,Summer,White,1,24.0,-0.33651197,Property/Theft,Manhattan,14,8,0,0,0,0,0,0,0
0,6,Summer,White,1,24.0,-0.33651197,Property/Theft,Manhattan,14,8,0,0,0,0,0,0,0
0,6,Summer,Black,1,24.0,-0.33651197,Violence,Manhattan,14,8,0,0,0,0,0,0,0
0,6,Summer,White Hispanic,1,22.0,-0.5089958,Weapon,Manhattan,23,14,1,0,0,0,0,0,1
1,6,Summer,Black,1,24.0,-0.33651197,Other,Brooklyn,75,47,0,1,1,0,0,0,0
0,6,Summer,White Hispanic,1,23.0,-0.42275387,Weapon,Staten Island,120,75,1,0,0,0,0,0,0
0,6,Summer,Black,1,17.0,-0.9402053,Weapon,Manhattan,26,17,1,0,0,0,0,0,1
0,6,Summer,Black,1,14.0,-1.198931,Violence,Manhattan,32,20,0,0,0,0,0,0,0
0,6,Summer,Black,1,15.0,-1.1126891,Violence,Manhattan,32,20,0,0,0,0,0,0,0
0,6,Summer,Black,1,16.0,-1.0264472,Violence,Manhattan,32,20,0,0,0,0,0,0,0
0,6,Summer,Black,1,46.0,1.5608099,Violence,Manhattan,32,20,0,0,0,0,0,0,0
1,6,Summer,Other,1,36.0,0.69839084,Weapon,Manhattan,33,21,1,1,0,0,0,0,1
1,6,Summer,Black,1,20.0,-0.6814796,Weapon,Manhattan,33,21,1,1,1,1,0,0,1
0,6,Summer,Black Hispanic,1,17.0,-0.9402053,Weapon,Manhattan,33,21,1,1,1,1,0,0,1
1,6,Summer,Black,1,29.0,0.094697535,Weapon,Manhattan,34,22,1,1,0,0,0,1,1
0,6,Summer,Black,1,21.0,-0.5952377,Weapon,Bronx,40,23,1,0,0,0,0,0,1
1,6,Summer,Black,1,18.0,-0.8539634,Weapon,Bronx,42,25,0,0,1,1,0,0,1
0,6,Summer,White Hispanic,1,25.0,-0.25027007,Weapon,Bronx,43,26,1,0,0,0,0,0,1
0,6,Summer,White Hispanic,1,20.0,-0.6814796,Weapon,Bronx,43,26,1,0,0,0,0,0,1
0,6,Summer,Black,1,19.0,-0.7677215,Weapon,Bronx,43,26,1,0,0,0,0,0,1
0,6,Summer,Black,1,25.0,-0.25027007,Weapon,Bronx,43,26,1,1,1,0,0,0,1
0,6,Summer,Black,1,30.0,0.18093944,Weapon,Bronx,43,26,1,1,0,0,0,0,1
0,6,Summer,Black Hispanic,1,21.0,-0.5952377,Weapon,Bronx,43,26,0,1,1,0,0,0,1
0,6,Summer,Other,1,35.0,0.61214894,Other,Bronx,47,30,1,0,0,0,1,0,0
1,6,Summer,Black,1,51.0,1.9920194,Property/Theft,Bronx,47,30,0,1,1,0,0,0,0
0,6,Summer,White Hispanic,1,18.0,-0.8539634,Weapon,Bronx,50,33,0,1,0,0,0,0,1
1,6,Summer,Black,1,45.0,1.474568,Weapon,Brooklyn,73,46,1,1,0,0,0,0,0
0,6,Summer,Black,1,24.0,-0.33651197,Weapon,Brooklyn,73,46,1,1,0,0,0,0,1
