y,month_num,season,race_grp,male_bin,age_num,age_z,crime_grp,borough,precinct,precinct_idx,frisked_bin,searched_bin,weapon_found_bin,firearm_bin,violent_bg_bin,known_weapon_bin,self_init
1,3,Spring,Black,1,59.0,2.6819546,Trespass,Brooklyn,90,56,0,1,1,0,0,0,1
0,3,Spring,White Hispanic,1,43.0,1.3020842,Property/Theft,Queens,107,65,0,0,0,0,0,0,0
0,3,Spring,White Hispanic,1,30.0,0.18093944,Weapon,Queens,110,68,0,1,0,0,0,0,0
0,3,Spring,White Hispanic,1,17.0,-0.9402053,Property/Theft,Queens,110,68,0,0,0,0,0,0,0
0,2,Winter,Black,1,30.0,0.18093944,Weapon,Queens,113,71,1,1,0,0,1,0,1
0,3,Spring,White,1,29.0,0.094697535,Weapon,Queens,114,72,0,0,0,0,0,0,0
0,3,Spring,Black,1,25.0,-0.25027007,Weapon,Queens,114,72,1,0,0,0,0,0,0
0,3,Spring,Black,1,18.0,-0.8539634,Weapon,Staten Island,120,75,1,0,0,0,0,0,1
1,3,Spring,White Hispanic,1,18.0,-0.8539634,Property/Theft,Staten Island,120,75,1,1,1,0,1,0,0
0,3,Spring,Black,1,32.0,0.35342324,Violence,Staten Island,121,76,1,0,1,0,1,0,0
1,3,Spring,White Hispanic,1,39.0,0.95711654,Violence,Manhattan,5,2,1,0,0,0,0,0,0
0,3,Spring,White Hispanic,1,59.0,2.6819546,Other,Manhattan,14,8,1,1,0,0,0,0,1
1,3,Spring,White Hispanic,1,42.0,1.2158422,Property/Theft,Manhattan,18,10,0,1,0,0,0,0,1
0,3,Spring,White Hispanic,1,35.0,0.61214894,Weapon,Manhattan,23,14,1,0,0,0,0,0,1
0,3,Spring,Black Hispanic,1,29.0,0.094697535,Weapon,Manhattan,24,15,0,0,0,0,0,0,0
0,3,Spring,Black,1,17.0,-0.9402053,Weapon,Manhattan,24,15,0,0,0,0,0,0,0
0,3,Spring,Black,1,21.0,-0.5952377,Weapon,Manhattan,24,15,0,0,0,0,0,0,0
0,3,Spring,Black,1,47.0,1.6470518,Violence,Manhattan,24,15,1,0,0,0,1,0,0
0,3,Spring,Black,1,14.0,-1.198931,Weapon,Manhattan,24,15,1,0,0,0,1,0,0
0,3,Spring,Black Hispanic,1,14.0,-1.198931,Weapon,Manhattan,24,15,1,0,0,0,1,0,0
1,3,Spring,Black,1,40.0,1.0433584,Property/Theft,Manhattan,24,15,0,0,0,0,0,0,0
0,3,Spring,Black,1,30.0,0.18093944,Property/Theft,Manhattan,25,16,0,1,0,0,0,0,0
0,3,Spring,Black,1,24.0,-0.33651197,Weapon,Manhattan,28,18,1,0,0,0,0,0,1
0,3,Spring,Black,1,24.0,-0.33651197,Weapon,Bronx,40,23,1,0,0,0,0,0,1
0,3,Spring,Black,1,27.0,-0.07778627,Weapon,Bronx,40,23,1,0,0,0,0,0,1
0,3,Spring,Black,1,18.0,-0.8539634,Other,Bronx,40,23,1,0,0,0,0,0,1
1,3,Spring,Black,1,23.0,-0.42275387,Property/Theft,Bronx,43,26,1,1,0,0,1,0,0
0,3,Spring,Black,1,18.0,-0.8539634,Weapon,Bronx,46,29,1,1,0,0,1,0,1
0,3,Spring,Black Hispanic,1,23.0,-0.42275387,Weapon,Bronx,48,31,1,1,1,1,0,0,1
0,3,Spring,Black,1,18.0,-0.8539634,Weapon,Bronx,48,31,1,1,1,0,0,0,1
0,2,Winter,Black,1,21.0,-0.5952377,Weapon,Bronx,52,34,1,1,0,0,0,0,1
1,3,Spring,Black,1,32.0,0.35342324,Violence,Bronx,52,34,0,1,0,0,0,0,0
0,3,Spring,Black,1,20.0,-0.6814796,Weapon,Brooklyn,67,40,1,0,0,0,1,0,0
1,2,Winter,Black,1,39.0,0.95711654,Trespass,Brooklyn,73,46,1,1,0,0,0,0,1
0,3,Spring,Black,1,18.0,-0.8539634,Weapon,Brooklyn,73,46,1,0,0,0,1,0,1
0,3,Spring,Black,1,40.0,1.0433584,Weapon,Brooklyn,75,47,1,0,0,0,1,0,1
0,3,Spring,Black,0,18.0,-0.8539634,Weapon,Brooklyn,75,47,1,0,0,0,0,0,1
1,3,Spring,Black,1,18.0,-0.8539634,Weapon,Brooklyn,83,53,1,1,1,1,0,0,1
1,3,Spring,White Hispanic,1,27.0,-0.07778627,Property/Theft,Queens,104,62,1,1,0,0,1,0,0
1,3,Spring,White Hispanic,1,41.0,1.1296004,Property/Theft,Queens,109,67,0,1,0,0,0,0,0
0,3,Spring,White Hispanic,1,26.0,-0.16402817,Property/Theft,Queens,109,67,1,1,0,0,1,0,0
1,3,Spring,White,1,18.0,-0.8539634,Weapon,Staten Island,123,78,0,1,0,0,0,0,0
1,3,Spring,White,1,18.0,-0.8539634,Weapon,Staten Island,123,78,0,1,0,0,0,0,0
1,3,Spring,White,1,18.0,-0.8539634,Weapon,Staten Island,123,78,1,1,0,0,0,0,0
1,3,Spring,White,1,17.0,-0.9402053,Weapon,Staten Island,123,78,1,0,0,0,0,0,0
1,3,Spring,Black,1,21.0,-0.5952377,Weapon,Manhattan,1,1,1,1,0,0,1,0,0
1,3,Spring,White,1,45.0,1.474568,Property/Theft,Manhattan,14,8,0,1,0,0,0,0,1
0,3,Spring,White,0,28.0,0.008455635,Property/Theft,Manhattan,14,8,0,0,0,0,0,0,1
0,3,Spring,White Hispanic,1,37.0,0.78463274,Property/Theft,Manhattan,14,8,0,0,0,0,0,0,0
0,3,Spring,Black,1,36.0,0.69839084,Property/Theft,Manhattan,14,8,1,0,0,0,0,0,0
0,3,Spring,Black,1,66.0,3.2856479,Violence,Bronx,40,23,0,1,0,0,0,0,0
0,3,Spring,Black,1,32.0,0.35342324,Weapon,Bronx,42,25,0,0,0,0,0,0,0
0,3,Spring,White Hispanic,1,33.0,0.43966514,Other,Bronx,45,28,0,0,0,0,0,0,1
0,3,Spring,White,1,64.0,3.1131642,Weapon,Manhattan,14,8,1,0,0,0,0,0,0
0,3,Spring,White Hispanic,1,31.0,0.26718134,Property/Theft,Manhattan,23,14,0,0,0,0,0,0,0
1,3,Spring,White Hispanic,1,44.0,1.388326,Property/Theft,Manhattan,23,14,0,1,0,0,0,0,0
0,3,Spring,Black,1,19.0,-0.7677215,Weapon,Manhattan,24,15,0,0,0,0,0,0,0
0,3,Spring,Black,1,20.0,-0.6814796,Property/Theft,Manhattan,25,16,1,1,0,0,0,0,0
0,3,Spring,Black,1,67.0,3.3718898,Trespass,Manhattan,28,18,0,0,0,0,0,0,0
0,3,Spring,White Hispanic,1,21.0,-0.5952377,Weapon,Manhattan,34,22,1,0,0,0,0,0,1
0,3,Spring,Black,1,24.0,-0.33651197,Weapon,Bronx,40,23,1,0,0,0,0,0,1
1,3,Spring,White Hispanic,1,19.0,-0.7677215,Weapon,Bronx,42,25,1,1,1,1,0,0,1
0,3,Spring,Black,1,15.0,-1.1126891,Other,Bronx,44,27,0,0,0,0,0,0,0
0,3,Spring,Black,1,25.0,-0.25027007,Weapon,Bronx,46,29,1,1,0,0,0,0,1
0,3,Spring,Black,1,21.0,-0.5952377,Weapon,Bronx,46,29,1,0,0,0,0,1,1
0,3,Spring,White Hispanic,1,20.0,-0.6814796,Weapon,Bronx,46,29,1,0,0,0,0,0,1
0,3,Spring,Black,1,18.0,-0.8539634,Weapon,Bronx,48,31,1,1,0,0,0,0,1
0,3,Spring,Black,1,39.0,0.95711654,Property/Theft,Bronx,49,32,0,1,0,0,0,0,0
0,3,Spring,Black,1,16.0,-1.0264472,Property/Theft,Brooklyn,62,37,0,0,0,0,0,0,0
0,3,Spring,Black,0,15.0,-1.1126891,Property/Theft,Brooklyn,62,37,0,0,0,0,0,0,0
1,3,Spring,Other,1,15.0,-1.1126891,Property/Theft,Brooklyn,62,37,0,1,0,0,0,0,0
0,3,Spring,White,1,15.0,-1.1126891,Property/Theft,Brooklyn,62,37,0,0,0,0,0,0,0
0,3,Spring,White,1,15.0,-1.1126891,Property/Theft,Brooklyn,62,37,0,0,0,0,0,0,0
0,2,Winter,Black,1,33.0,0.43966514,Other,Brooklyn,67,40,1,0,0,0,1,0,0
0,3,Spring,Black,1,18.0,-0.8539634,Weapon,Brooklyn,73,46,1,0,0,0,0,0,1
0,3,Spring,Black,1,47.0,1.6470518,Weapon,Brooklyn,78,50,1,0,0,0,0,1,0
0,3,Spring,Black,1,27.0,-0.07778627,Weapon,Brooklyn,79,51,1,1,0,0,1,0,0
1,3,Spring,Black,0,27.0,-0.07778627,Other,Brooklyn,83,53,0,1,0,0,0,0,0
0,3,Spring,Black,1,16.0,-1.0264472,Other,Brooklyn,90,56,1,1,0,0,0,0,1
1,3,Spring,Black,1,57.0,2.5094707,Property/Theft,Queens,100,58,0,1,0,0,0,0,0
1,3,Spring,Black,1,34.0,0.52590704,Property/Theft,Manhattan,1,1,0,1,0,0,0,0,0
1,3,Spring,Black,1,34.0,0.52590704,Property/Theft,Manhattan,1,1,0,1,0,0,0,0,0
1,3,Spring,White Hispanic,1,19.0,-0.7677215,Property/Theft,Manhattan,7,4,1,1,1,0,0,0,0
0,3,Spring,Black,1,21.0,-0.5952377,Weapon,Manhattan,23,14,1,1,0,0,0,0,0
0,3,Spring,White,1,17.0,-0.9402053,Weapon,Manhattan,23,14,1,1,0,0,0,0,1
0,3,Spring,Black,1,14.0,-1.198931,Weapon,Manhattan,23,14,1,1,1,0,0,0,1
0,3,Spring,Black,1,15.0,-1.1126891,Weapon,Manhattan,23,14,1,1,0,0,0,0,1
0,3,Spring,Black,1,21.0,-0.5952377,Weapon,Manhattan,25,16,1,1,0,0,0,0,1
0,3,Spring,Black,1,25.0,-0.25027007,Weapon,Manhattan,26,17,1,0,0,0,0,0,1
0,3,Spring,White Hispanic,1,15.0,-1.1126891,Weapon,Manhattan,28,18,1,1,1,0,0,0,1
0,3,Spring,Black,0,57.0,2.5094707,Property/Theft,Manhattan,30,19,0,0,0,0,0,0,0
0,3,Spring,Black,1,57.0,2.5094707,Property/Theft,Manhattan,30,19,0,0,0,0,0,0,0
0,3,Spring,Black Hispanic,1,42.0,1.2158422,Property/Theft,Manhattan,33,21,1,0,0,0,1,0,0
0,3,Spring,Black Hispanic,1,48.0,1.7332937,Property/Theft,Bronx,43,26,0,0,0,0,0,0,0
0,3,Spring,Black,1,22.0,-0.5089958,Other,Bronx,46,29,1,0,0,0,0,0,0
0,3,Spring,Black Hispanic,1,21.0,-0.5952377,Property/Theft,Bronx,46,29,1,1,0,0,0,0,0
1,3,Spring,Black Hispanic,1,21.0,-0.5952377,Property/Theft,Bronx,46,29,0,0,0,0,1,0,0
0,3,Spring,Black,0,25.0,-0.25027007,Weapon,Bronx,48,31,1,1,1,0,1,0,1
1,3,Spring,White Hispanic,1,31.0,0.26718134,Property/Theft,Bronx,49,32,0,1,0,0,0,0,0
1,3,Spring,Black Hispanic,1,25.0,-0.25027007,Weapon,Bronx,49,32,1,0,1,0,0,0,1
0,3,Spring,Black,1,52.0,2.0782614,Weapon,Brooklyn,60,35,1,0,0,0,0,0,1
0,2,Winter,Black,1,20.0,-0.6814796,Weapon,Brooklyn,69,42,0,0,0,0,0,0,1
0,3,Spring,Black,1,40.0,1.0433584,Weapon,Brooklyn,73,46,1,1,0,0,0,0,1
0,3,Spring,Black,1,20.0,-0.6814796,Weapon,Brooklyn,73,46,1,0,0,0,0,0,1
0,3,Spring,Black,1,30.0,0.18093944,Weapon,Brooklyn,75,47,1,1,0,0,0,0,1
1,3,Spring,Black,1,25.0,-0.25027007,Property/Theft,Brooklyn,76,48,1,1,0,0,1,0,0
1,3,Spring,Black,1,25.0,-0.25027007,Property/Theft,Brooklyn,76,48,1,1,0,0,1,0,0
0,2,Winter,White Hispanic,1,25.0,-0.25027007,Property/Theft,Brooklyn,77,49,0,0,0,0,0,0,0
0,2,Winter,White Hispanic,1,25.0,-0.25027007,Property/Theft,Brooklyn,77,49,0,0,0,0,0,0,0
0,2,Winter,White Hispanic,1,30.0,0.18093944,Property/Theft,Brooklyn,77,49,1,0,0,0,0,0,0
0,2,Winter,White Hispanic,0,30.0,0.18093944,Property/Theft,Brooklyn,77,49,0,0,0,0,0,0,0
0,3,Spring,Black,1,75.0,4.061825,Property/Theft,Brooklyn,94,57,1,0,0,0,1,0,0
0,3,Spring,Black,1,35.0,0.61214894,Property/Theft,Queens,109,67,0,0,0,0,0,0,0
0,3,Spring,White Hispanic,1,35.0,0.61214894,Property/Theft,Queens,109,67,0,0,0,0,0,0,0
0,3,Spring,White Hispanic,0,30.0,0.18093944,Property/Theft,Queens,109,67,0,0,0,0,0,0,0
0,3,Spring,Black,1,23.0,-0.42275387,Weapon,Manhattan,25,16,1,0,0,0,0,0,1
0,3,Spring,Black,1,48.0,1.7332937,Weapon,Brooklyn,63,38,0,0,0,0,0,0,0
1,3,Spring,Black,1,32.0,0.35342324,Trespass,Brooklyn,81,52,0,1,0,0,0,0,1
1,3,Spring,Black,1,18.0,-0.8539634,Trespass,Brooklyn,81,52,0,1,0,0,0,0,1
1,3,Spring,White Hispanic,1,42.0,1.2158422,Other,Queens,103,61,1,1,0,0,1,0,0
0,3,Spring,Black,1,34.0,0.52590704,Other,Manhattan,7,4,0,1,0,0,0,0,0
0,3,Spring,Black Hispanic,1,37.0,0.78463274,Other,Manhattan,7,4,1,0,0,0,0,0,1
0,3,Spring,Black,1,17.0,-0.9402053,Weapon,Manhattan,25,16,1,1,0,0,1,0,0
0,3,Spring,White Hispanic,1,25.0,-0.25027007,Weapon,Bronx,40,23,1,0,0,0,0,0,1
0,3,Spring,Black,1,40.0,1.0433584,Weapon,Bronx,40,23,1,0,0,0,0,0,0
0,3,Spring,Black Hispanic,1,30.0,0.18093944,Weapon,Bronx,42,25,1,0,0,0,0,1,1
1,3,Spring,Black,1,19.0,-0.7677215,Weapon,Bronx,42,25,1,1,1,0,0,0,1
1,3,Spring,Black,1,52.0,2.0782614,Other,Bronx,44,27,1,1,0,0,0,0,1
0,3,Spring,White Hispanic,1,24.0,-0.33651197,Weapon,Bronx,46,29,1,0,0,0,0,0,1
0,2,Winter,Black,1,15.0,-1.1126891,Weapon,Brooklyn,60,35,0,1,0,0,0,0,1
0,3,Spring,Black,0,31.0,0.26718134,Other,Brooklyn,77,49,1,1,0,0,0,0,0
1,3,Spring,Black,1,38.0,0.87087464,Trespass,Brooklyn,79,51,0,1,0,0,0,0,1
0,3,Spring,Black,1,17.0,-0.9402053,Weapon,Brooklyn,79,51,0,0,0,0,0,0,0
0,3,Spring,Black,1,17.0,-0.9402053,Violence,Brooklyn,79,51,0,0,0,0,0,0,0
0,3,Spring,Black,1,17.0,-0.9402053,Violence,Brooklyn,79,51,0,0,0,0,0,0,0
0,3,Spring,Black,1,17.0,-0.9402053,Violence,Brooklyn,79,51,0,0,0,0,0,0,0
0,3,Spring,Black,1,15.0,-1.1126891,Violence,Brooklyn,79,51,0,0,0,0,0,0,0
0,3,Spring,Black,1,17.0,-0.9402053,Violence,Brooklyn,79,51,0,0,0,0,0,0,0
0,3,Spring,White,1,28.0,0.008455635,Violence,Queens,114,72,0,0,0,0,0,0,0
1,3,Spring,Black,1,18.0,-0.8539634,Weapon,Manhattan,25,16,1,1,1,1,0,0,1
0,3,Spring,Black,1,40.0,1.0433584,Weapon,Manhattan,28,18,1,0,0,0,0,0,0
1,3,Spring,White Hispanic,1,36.0,0.69839084,Weapon,Bronx,41,24,1,1,0,0,0,0,1
0,3,Spring,Black,1,19.0,-0.7677215,Weapon,Bronx,46,29,1,1,0,0,1,0,0
1,3,Spring,Black Hispanic,1,17.0,-0.9402053,Weapon,Bronx,47,30,1,1,1,1,0,0,1
0,3,Spring,Black,1,16.0,-1.0264472,Weapon,Bronx,48,31,1,1,0,0,0,0,1
0,3,Spring,Black,1,24.0,-0.33651197,Weapon,Bronx,48,31,1,1,0,0,0,0,1
0,3,Spring,Black,1,37.0,0.78463274,Property/Theft,Brooklyn,61,36,0,0,0,0,0,0,0
0,3,Spring,Black,1,31.0,0.26718134,Weapon,Brooklyn,67,40,1,1,1,0,0,0,1
0,3,Spring,Black,1,18.0,-0.8539634,Weapon,Brooklyn,73,46,1,0,0,0,0,0,1
0,3,Spring,Black,1,18.0,-0.8539634,Weapon,Brooklyn,73,46,1,0,0,0,0,0,1
0,3,Spring,Black,1,18.0,-0.8539634,Weapon,Brooklyn,73,46,1,0,0,0,0,0,1
0,3,Spring,Black,1,18.0,-0.8539634,Weapon,Brooklyn,75,47,1,0,0,0,0,0,1
1,3,Spring,Black,1,18.0,-0.8539634,Weapon,Brooklyn,75,47,1,1,0,0,1,0,1
1,3,Spring,Black,1,15.0,-1.1126891,Property/Theft,Brooklyn,75,47,0,1,0,0,0,0,0
1,3,Spring,Black,0,51.0,1.9920194,Property/Theft,Brooklyn,84,54,0,1,0,0,0,0,0
0,3,Spring,Black Hispanic,1,24.0,-0.33651197,Weapon,Brooklyn,90,56,1,0,0,0,0,0,1
0,3,Spring,Black,1,21.0,-0.5952377,Violence,Queens,106,64,0,0,0,0,0,0,0
0,3,Spring,Black,1,22.0,-0.5089958,Weapon,Manhattan,20,12,0,0,0,0,0,0,1
0,3,Spring,White Hispanic,1,39.0,0.95711654,Property/Theft,Manhattan,24,15,0,0,0,0,0,0,1
0,3,Spring,Black,1,23.0,-0.42275387,Weapon,Manhattan,34,22,1,0,0,0,0,0,1
0,3,Spring,Black,1,26.0,-0.16402817,Weapon,Brooklyn,73,46,1,1,0,0,1,0,0
0,3,Spring,Black,0,14.0,-1.198931,Other,Manhattan,20,12,0,0,0,0,0,0,0
0,3,Spring,Black,0,14.0,-1.198931,Other,Manhattan,20,12,0,0,0,0,0,0,0
0,3,Spring,Black,0,14.0,-1.198931,Other,Manhattan,20,12,0,0,0,0,0,0,0
0,3,Spring,Black,0,14.0,-1.198931,Other,Manhattan,20,12,0,0,0,0,0,0,0
1,3,Spring,White Hispanic,1,25.0,-0.25027007,Property/Theft,Manhattan,33,21,0,1,0,0,0,0,0
0,3,Spring,Black,1,18.0,-0.8539634,Other,Bronx,40,23,1,0,0,0,0,0,1
0,3,Spring,Black,1,30.0,0.18093944,Other,Bronx,40,23,1,0,0,0,0,0,1
0,3,Spring,White Hispanic,1,33.0,0.43966514,Weapon,Bronx,40,23,0,0,0,0,0,0,1
0,3,Spring,White Hispanic,1,30.0,0.18093944,Weapon,Bronx,42,25,1,1,1,0,1,0,1
0,3,Spring,Other,1,20.0,-0.6814796,Weapon,Bronx,42,25,1,0,1,0,1,0,1
0,3,Spring,Black,1,16.0,-1.0264472,Weapon,Bronx,42,25,1,0,0,0,1,0,1
0,3,Spring,Black Hispanic,1,25.0,-0.25027007,Weapon,Bronx,48,31,1,1,0,0,1,0,1
1,3,Spring,Black,1,15.0,-1.1126891,Property/Theft,Bronx,48,31,1,1,1,0,1,0,0
0,3,Spring,Black,1,21.0,-0.5952377,Property/Theft,Brooklyn,67,40,1,0,0,0,1,1,0
0,3,Spring,Black,1,21.0,-0.5952377,Property/Theft,Brooklyn,67,40,1,0,0,0,1,1,0
0,3,Spring,Black,1,47.0,1.6470518,Property/Theft,Brooklyn,70,43,0,0,0,0,0,0,0
1,3,Spring,Black,1,22.0,-0.5089958,Weapon,Brooklyn,75,47,1,1,1,1,0,0,1
0,3,Spring,Black,1,25.0,-0.25027007,Weapon,Brooklyn,75,47,1,0,0,0,1,0,0
0,3,Spring,Black,1,18.0,-0.8539634,Weapon,Brooklyn,77,49,1,1,0,0,0,0,1
1,3,Spring,White Hispanic,0,44.0,1.388326,Property/Theft,Brooklyn,84,54,0,0,0,0,0,0,0
1,3,Spring,Black,1,34.0,0.52590704,Property/Theft,Queens,104,62,0,1,0,0,0,0,0
1,3,Spring,White,1,16.0,-1.0264472,Weapon,Staten Island,120,75,1,0,0,0,1,0,0
0,3,Spring,Black,1,40.0,1.0433584,Property/Theft,Manhattan,1,1,0,0,0,0,0,0,1
1,3,Spring,White,1,43.0,1.3020842,Property/Theft,Manhattan,1,1,0,1,0,0,0,0,0
0,3,Spring,White Hispanic,1,19.0,-0.7677215,Weapon,Manhattan,25,16,1,1,0,0,0,0,1
0,3,Spring,Black,1,20.0,-0.6814796,Weapon,Manhattan,25,16,1,1,0,0,0,0,1
0,3,Spring,Black Hispanic,1,30.0,0.18093944,Property/Theft,Bronx,40,23,0,0,0,0,0,0,0
0,3,Spring,Black,1,13.0,-1.2851729,Other,Bronx,43,26,0,1,0,0,0,0,0
1,3,Spring,White Hispanic,1,26.0,-0.16402817,Property/Theft,Bronx,44,27,1,1,0,0,1,0,0
1,3,Spring,White Hispanic,1,24.0,-0.33651197,Property/Theft,Bronx,44,27,0,0,0,0,1,0,0
1,3,Spring,White Hispanic,1,39.0,0.95711654,Violence,Bronx,46,29,0,0,0,0,0,0,0
0,3,Spring,Black,1,20.0,-0.6814796,Weapon,Bronx,46,29,1,1,0,0,0,0,1
0,3,Spring,Black,1,12.0,-1.3714148,Weapon,Bronx,47,30,0,1,0,0,0,0,0
0,3,Spring,Black,1,23.0,-0.42275387,Property/Theft,Brooklyn,66,39,0,0,0,0,0,0,0
0,3,Spring,Black,1,57.0,2.5094707,Other,Brooklyn,69,42,1,0,0,0,1,0,0
0,3,Spring,Black,1,17.0,-0.9402053,Weapon,Brooklyn,69,42,1,0,0,0,0,0,1
0,3,Spring,Black,0,18.0,-0.8539634,Other,Brooklyn,69,42,0,0,0,0,0,0,1
0,3,Spring,Black,1,19.0,-0.7677215,Trespass,Brooklyn,69,42,0,1,0,0,0,0,0
0,3,Spring,Black,1,20.0,-0.6814796,Weapon,Brooklyn,71,44,0,1,0,0,0,0,1
0,3,Spring,Black,1,18.0,-0.8539634,Weapon,Brooklyn,73,46,1,0,0,0,0,0,1
1,3,Spring,Black,1,17.0,-0.9402053,Violence,Queens,107,65,0,0,0,0,0,0,0
1,3,Spring,Black,1,31.0,0.26718134,Other,Queens,107,65,0,1,0,0,0,0,0
1,3,Spring,White Hispanic,1,16.0,-1.0264472,Property/Theft,Queens,110,68,1,1,0,0,0,0,1
0,3,Spring,Black,1,63.0,3.0269222,Weapon,Manhattan,32,20,1,1,0,0,0,0,0
0,3,Spring,Black,1,24.0,-0.33651197,Weapon,Manhattan,34,22,1,0,0,0,1,0,0
0,3,Spring,White Hispanic,1,31.0,0.26718134,Other,Bronx,41,24,0,0,0,0,0,0,0
1,3,Spring,White Hispanic,0,56.0,2.423229,Violence,Brooklyn,61,36,0,1,0,0,0,0,0
0,3,Spring,Black,1,25.0,-0.25027007,Property/Theft,Brooklyn,67,40,1,1,0,0,0,0,1
0,3,Spring,Black,1,18.0,-0.8539634,Violence,Brooklyn,67,40,0,0,0,0,0,0,0
0,3,Spring,Black,1,38.0,0.87087464,Property/Theft,Brooklyn,69,42,0,0,0,0,0,0,0
1,3,Spring,Black,1,61.0,2.8544383,Property/Theft,Queens,103,61,0,1,0,0,0,0,0
1,3,Spring,White,1,43.0,1.3020842,Property/Theft,Queens,113,71,0,1,0,0,0,0,0
1,3,Spring,Black,1,58.0,2.5957127,Property/Theft,Manhattan,13,7,0,0,0,0,0,0,0
0,3,Spring,Black,1,17.0,-0.9402053,Weapon,Manhattan,23,14,1,1,0,0,0,0,1
1,3,Spring,Black,1,15.0,-1.1126891,Weapon,Manhattan,23,14,0,1,1,1,0,0,1
1,3,Spring,Black,1,41.0,1.1296004,Property/Theft,Manhattan,23,14,0,1,0,0,0,0,0
1,3,Spring,Black,1,58.0,2.5957127,Property/Theft,Manhattan,32,20,0,1,0,0,0,0,0
0,3,Spring,Black,0,65.0,3.199406,Trespass,Manhattan,32,20,0,0,0,0,0,0,1
0,3,Spring,Black,1,23.0,-0.42275387,Weapon,Bronx,40,23,1,0,0,0,0,0,1
0,3,Spring,White Hispanic,1,20.0,-0.6814796,Weapon,Bronx,40,23,1,0,0,0,0,0,1
0,3,Spring,Black,1,25.0,-0.25027007,Weapon,Bronx,40,23,1,1,0,0,0,0,1
0,3,Spring,Black,1,16.0,-1.0264472,Weapon,Bronx,40,23,1,1,1,0,0,0,1
0,3,Spring,Black,1,30.0,0.18093944,Weapon,Bronx,40,23,1,0,0,0,0,0,1
1,3,Spring,Black,1,44.0,1.388326,Violence,Bronx,44,27,0,1,0,0,0,0,0
0,3,Spring,Black,1,23.0,-0.42275387,Property/Theft,Bronx,47,30,0,0,0,0,0,0,0
0,3,Spring,Black,1,25.0,-0.25027007,Weapon,Bronx,48,31,1,0,0,0,1,0,1
0,3,Spring,Black,1,30.0,0.18093944,Weapon,Manhattan,1,1,1,1,0,0,0,1,0
1,3,Spring,Black,1,16.0,-1.0264472,Property/Theft,Manhattan,18,10,1,1,0,0,1,0,0
1,3,Spring,Black,1,16.0,-1.0264472,Property/Theft,Manhattan,18,10,1,1,0,0,1,0,0
1,3,Spring,Black,1,16.0,-1.0264472,Property/Theft,Manhattan,18,10,1,1,0,0,1,0,0
0,3,Spring,Black,1,16.0,-1.0264472,Weapon,Manhattan,24,15,1,1,0,0,1,0,0
0,3,Spring,Black,1,18.0,-0.8539634,Weapon,Manhattan,24,15,1,0,0,0,0,0,1
1,3,Spring,Black,1,51.0,1.9920194,Other,Manhattan,26,17,1,1,0,0,0,0,1
0,3,Spring,Other,1,19.0,-0.7677215,Property/Theft,Brooklyn,69,42,0,0,0,0,0,0,0
0,3,Spring,Black,1,18.0,-0.8539634,Weapon,Brooklyn,75,47,1,1,0,0,0,0,1
0,3,Spring,Black,1,28.0,0.008455635,Property/Theft,Manhattan,24,15,0,0,0,0,0,0,0
0,3,Spring,White Hispanic,1,22.0,-0.5089958,Weapon,Manhattan,34,22,1,0,0,0,1,0,0
0,3,Spring,White Hispanic,1,46.0,1.5608099,Property/Theft,Manhattan,34,22,0,0,0,0,0,0,0
0,3,Spring,Black Hispanic,1,30.0,0.18093944,Property/Theft,Manhattan,34,22,0,0,0,0,0,0,0
1,3,Spring,Black,1,16.0,-1.0264472,Property/Theft,Bronx,45,28,1,1,0,0,1,0,0
0,3,Spring,Black Hispanic,1,18.0,-0.8539634,Property/Theft,Bronx,52,34,0,0,0,0,0,0,0
0,3,Spring,Black Hispanic,1,23.0,-0.42275387,Property/Theft,Bronx,52,34,0,0,0,0,0,0,0
0,3,Spring,Black,1,35.0,0.61214894,Other,Bronx,52,34,0,0,0,0,0,0,0
0,3,Spring,White,1,42.0,1.2158422,Trespass,Queens,112,70,0,0,0,0,0,0,0
0,3,Spring,White,1,38.0,0.87087464,Trespass,Queens,112,70,0,0,0,0,0,0,0
1,3,Spring,Black,1,28.0,0.008455635,Other,Manhattan,9,5,0,1,0,0,0,0,0
0,3,Spring,Black,1,28.0,0.008455635,Property/Theft,Bronx,40,23,0,0,0,0,0,0,0
0,3,Spring,Black,1,44.0,1.388326,Property/Theft,Bronx,47,30,0,0,0,0,0,0,0
0,3,Spring,Black,1,58.0,2.5957127,Trespass,Brooklyn,84,54,0,0,0,0,0,0,1
1,3,Spring,Black,1,23.0,-0.42275387,Weapon,Brooklyn,90,56,1,1,1,1,0,0,1
1,3,Spring,Black,1,62.0,2.9406803,Property/Theft,Queens,107,65,0,1,0,0,0,0,0
0,3,Spring,White Hispanic,1,30.0,0.18093944,Property/Theft,Queens,109,67,0,0,0,0,0,0,1
1,3,Spring,Black,1,14.0,-1.198931,Violence,Manhattan,13,7,0,0,0,0,0,0,0
0,3,Spring,White Hispanic,1,20.0,-0.6814796,Property/Theft,Manhattan,22,13,0,0,0,0,0,0,0
0,3,Spring,White Hispanic,1,18.0,-0.8539634,Property/Theft,Manhattan,22,13,0,0,0,0,0,0,0
0,3,Spring,White Hispanic,1,18.0,-0.8539634,Property/Theft,Manhattan,22,13,0,0,0,0,0,0,0
0,3,Spring,White Hispanic,1,30.0,0.18093944,Trespass,Manhattan,25,16,0,0,0,0,0,0,1
